Farm_ID,Sector,Species,State,Farm_Age_Years,Farm_Area_Acres,Water_Temperature_C,Water_pH,Dissolved_Oxygen_mg_L,Ammonia_mg_L,Stocking_Density_Animals_Per_Acre,Feed_Quantity_kg_Per_Day,Feed_Quality_Score,Rainfall_mm,Humidity_Percent,Body_Condition_Score,Disease_Type,Disease_Onset,Mortality_Rate_Percent,Feed_Conversion_Ratio,Daily_Feed_Cost,Productivity_Score,Water_Quality_Score,Disease_Risk_Score,Disease_Risk_Level
F0721,Livestock,Poultry,Tamil Nadu,3,9.7,,,,,77.1,12.8,70.1,103.1,91.0,4.3,No Disease,0,0.0,1.66,21.64,100.0,,86.0,High
F0722,Aquaculture,Catla,Telangana,2,6.0,29.2,7.47,6.24,0.09,53.9,90.5,76.5,41.7,78.3,2.5,No Disease,0,2.6,1.64,96.2,100.0,91.2,63.6,Medium
F0723,Livestock,Cattle,Karnataka,2,7.5,,,,,54.9,50.7,70.5,76.8,97.0,3.9,No Disease,0,1.0,1.64,76.11,100.0,,84.8,High
F0724,Aquaculture,Pangasius,Karnataka,7,9.3,31.1,7.67,6.25,0.42,134.4,97.3,62.3,104.5,75.8,3.8,No Disease,0,0.6,1.33,117.99,100.0,85.5,95.9,High
F0725,Aquaculture,Catla,Telangana,4,4.4,27.8,7.57,4.68,0.19,80.3,77.1,84.4,33.6,78.4,4.5,No Disease,0,3.7,1.4,134.6,100.0,96.4,62.4,Medium
F0726,Aquaculture,Pangasius,Andhra Pradesh,5,22.9,26.8,7.27,4.31,0.08,150.6,204.5,85.9,4.0,79.3,3.9,No Disease,0,2.7,1.65,214.71,100.0,88.8,79.2,High
F0727,Aquaculture,Tilapia,Telangana,3,5.7,28.1,7.35,5.39,0.11,157.0,161.6,82.3,97.4,94.9,4.3,No Disease,0,0.0,1.42,243.87,100.0,94.2,96.9,High
F0728,Aquaculture,Shrimp,Andhra Pradesh,1,11.0,28.4,8.28,4.07,0.5,120.0,122.9,83.3,9.1,76.2,2.7,No Disease,0,1.2,1.28,173.03,100.0,90.1,71.7,High
F0729,Aquaculture,Tilapia,West Bengal,4,3.5,27.4,8.05,4.56,0.12,47.7,206.3,97.3,148.3,78.9,2.7,No Disease,0,1.1,1.8,360.46,100.0,94.6,41.7,Medium
F0730,Livestock,Cattle,Telangana,5,15.1,,,,,55.7,15.4,89.0,106.4,57.2,3.1,No Disease,0,1.8,2.19,23.35,100.0,,44.9,Medium
F0731,Aquaculture,Tilapia,Tamil Nadu,5,18.6,26.0,8.91,6.11,0.27,175.8,165.9,87.9,15.1,61.9,3.8,No Disease,0,3.3,1.17,190.48,100.0,78.7,76.0,High
F0732,Aquaculture,Shrimp,Tamil Nadu,1,23.8,28.3,7.91,6.72,0.29,91.9,188.0,72.7,50.3,81.2,3.7,No Disease,0,3.6,1.59,322.69,100.0,97.5,79.2,High
F0733,Aquaculture,Tilapia,Andhra Pradesh,5,9.0,26.0,7.76,5.76,0.19,136.6,220.0,89.3,62.4,88.3,2.7,No Disease,0,1.8,1.51,311.63,100.0,91.5,79.5,High
F0734,Livestock,Buffalo,Karnataka,7,15.3,,,,,27.1,46.6,71.9,131.3,56.0,2.8,No Disease,0,1.3,2.33,72.69,100.0,,54.9,Medium
F0735,Livestock,Goat,Andhra Pradesh,2,13.7,,,,,17.9,26.4,90.8,3.5,50.9,4.5,No Disease,0,2.8,1.82,38.56,100.0,,33.7,Low
F0736,Aquaculture,Catla,Karnataka,6,13.7,27.2,7.04,5.51,0.14,75.1,96.8,75.3,4.8,59.0,3.7,No Disease,0,0.8,1.49,157.28,100.0,87.7,63.5,Medium
F0737,Livestock,Goat,Telangana,7,13.1,,,,,22.8,27.4,91.8,30.1,59.1,3.0,No Disease,0,1.3,1.81,41.0,100.0,,33.9,Low
F0738,Aquaculture,Rohu,Tamil Nadu,2,4.1,28.2,8.18,4.59,0.45,123.0,133.8,95.7,134.6,86.4,2.1,No Disease,0,1.8,1.49,162.68,100.0,93.4,68.2,High
F0739,Aquaculture,Tilapia,Telangana,2,23.2,31.0,8.32,5.03,0.2,178.8,117.1,60.6,174.5,97.3,2.5,No Disease,0,0.0,1.32,121.29,100.0,81.8,100.0,High
F0740,Livestock,Cattle,West Bengal,4,19.2,,,,,21.4,41.4,80.0,99.5,90.5,2.1,No Disease,0,0.9,2.15,64.67,100.0,,61.8,Medium
F0741,Aquaculture,Catla,Karnataka,3,15.2,27.8,7.59,6.76,0.34,84.3,131.3,90.0,171.7,64.9,2.6,No Disease,0,3.2,1.72,161.3,100.0,96.7,51.1,Medium
F0742,Livestock,Goat,West Bengal,3,2.4,,,,,79.6,25.2,82.4,159.4,67.4,3.9,No Disease,0,1.8,1.83,35.89,100.0,,57.5,Medium
F0743,Livestock,Poultry,Tamil Nadu,2,4.2,,,,,19.0,13.5,75.3,88.5,46.0,2.2,No Disease,0,3.0,1.48,21.9,100.0,,49.4,Medium
F0744,Aquaculture,Catla,West Bengal,7,16.9,31.2,7.87,4.7,0.21,59.7,216.3,80.3,157.3,88.9,3.7,No Disease,0,1.7,1.63,313.17,100.0,86.4,69.7,High
F0745,Aquaculture,Catla,Karnataka,5,1.0,29.1,8.12,7.36,0.15,136.4,137.9,75.5,116.1,79.0,3.6,No Disease,0,2.5,1.85,213.12,100.0,91.8,85.8,High
F0746,Livestock,Poultry,Andhra Pradesh,5,18.9,,,,,49.4,33.7,78.9,130.2,65.2,2.7,Mastitis,1,15.0,2.79,39.7,88.7,,73.4,High
F0747,Aquaculture,Pangasius,West Bengal,7,12.7,27.4,7.55,5.25,0.32,92.3,224.4,74.5,56.7,95.5,4.1,No Disease,0,1.1,1.54,327.3,100.0,94.6,89.0,High
F0748,Aquaculture,Shrimp,Telangana,7,22.4,22.8,7.41,5.21,0.25,106.2,134.1,89.8,61.3,71.7,3.9,No Disease,1,18.5,1.51,215.36,84.2,74.5,78.1,High
F0749,Aquaculture,Shrimp,West Bengal,6,5.5,29.8,7.8,4.08,0.13,71.9,92.9,64.2,163.1,93.7,2.3,No Disease,1,4.8,1.74,130.85,100.0,92.8,100.0,High
F0750,Livestock,Cattle,West Bengal,5,16.7,,,,,30.5,20.5,96.1,142.0,83.4,2.3,No Disease,0,1.1,2.16,21.66,100.0,,42.2,Medium
F0751,Livestock,Buffalo,West Bengal,1,4.4,,,,,32.3,28.1,92.0,23.5,62.3,3.4,No Disease,0,2.8,1.99,43.33,100.0,,36.1,Medium
F0752,Aquaculture,Shrimp,Telangana,3,24.9,27.9,8.54,5.38,0.16,146.2,63.9,79.4,146.6,88.0,4.0,No Disease,0,4.1,1.1,104.32,100.0,90.7,91.6,High
F0753,Livestock,Buffalo,Karnataka,4,18.9,,,,,24.2,19.2,88.0,77.0,88.4,3.9,No Disease,0,1.8,1.76,21.88,100.0,,52.8,Medium
F0754,Livestock,Buffalo,Tamil Nadu,2,8.5,,,,,65.6,53.9,55.5,173.9,70.1,4.0,No Disease,0,0.8,1.91,84.3,100.0,,81.0,High
F0755,Livestock,Cattle,Karnataka,3,2.8,,,,,49.2,16.7,66.1,87.9,79.6,2.1,No Disease,0,3.1,1.6,19.52,100.0,,73.9,High
F0756,Livestock,Sheep,Karnataka,4,13.3,,,,,40.2,25.1,60.9,123.8,97.6,2.9,No Disease,0,1.4,2.32,38.06,100.0,,91.2,High
F0757,Livestock,Cattle,Andhra Pradesh,1,6.1,,,,,33.4,3.5,86.3,149.6,51.6,2.2,No Disease,0,1.1,1.67,4.97,100.0,,42.1,Medium
F0758,Aquaculture,Rohu,Tamil Nadu,5,2.6,35.1,9.04,5.78,0.37,167.9,211.6,65.9,59.6,76.5,2.0,No Disease,0,3.1,1.12,299.26,100.0,56.7,100.0,High
F0759,Aquaculture,Shrimp,Tamil Nadu,1,23.3,27.4,8.01,4.56,0.1,59.5,136.7,83.6,141.5,85.6,2.4,No Disease,0,1.9,1.39,164.36,100.0,95.1,63.8,Medium
F0760,Aquaculture,Tilapia,West Bengal,7,2.2,24.5,7.4,4.11,0.2,53.7,139.8,86.0,126.3,74.4,3.3,No Disease,0,2.1,1.43,204.91,100.0,81.2,50.9,Medium
F0761,Livestock,Cattle,West Bengal,7,1.9,,,,,40.5,45.3,89.6,132.6,94.0,3.0,Mastitis,1,4.7,2.34,62.99,100.0,,79.7,High
F0762,Livestock,Sheep,West Bengal,3,23.8,,,,,60.8,3.4,83.0,37.9,81.9,2.6,No Disease,0,2.0,1.94,5.26,100.0,,61.7,Medium
F0763,Aquaculture,Shrimp,Tamil Nadu,1,19.8,26.3,7.43,6.31,0.06,165.8,249.5,87.4,174.7,88.8,4.4,No Disease,0,4.5,1.25,319.5,100.0,88.8,89.1,High
F0764,Livestock,Buffalo,Andhra Pradesh,3,5.7,,,,,7.6,46.6,86.1,173.5,94.3,3.9,No Disease,0,3.1,2.07,75.82,100.0,,55.2,Medium
F0765,Aquaculture,Shrimp,Telangana,2,6.1,27.5,7.38,7.06,0.33,135.6,213.6,60.7,118.8,79.7,2.1,Early Mortality Syndrome,1,9.1,1.69,218.25,100.0,93.0,100.0,High
F0766,Aquaculture,Catla,Andhra Pradesh,7,23.7,28.0,8.24,5.85,0.11,68.2,37.1,55.9,171.3,86.2,4.0,No Disease,0,3.3,1.65,47.1,100.0,94.7,94.1,High
F0767,Aquaculture,Tilapia,Andhra Pradesh,6,15.3,28.8,7.63,4.33,0.12,70.3,154.7,70.0,118.3,55.7,2.2,No Disease,0,2.0,1.45,185.0,100.0,94.8,67.6,High
F0768,Livestock,Poultry,Andhra Pradesh,7,6.4,,,,,35.7,32.4,60.8,4.7,53.1,3.5,No Disease,0,0.3,2.39,47.66,100.0,,68.1,High
F0769,Livestock,Poultry,Tamil Nadu,1,11.7,,,,,47.2,29.0,83.2,26.4,89.6,2.2,No Disease,0,2.4,2.03,35.09,100.0,,64.3,Medium
F0770,Aquaculture,Shrimp,West Bengal,5,7.8,28.6,7.08,4.7,0.14,170.4,53.6,82.2,106.7,60.2,2.8,No Disease,0,1.1,1.35,73.11,100.0,89.0,80.4,High
F0771,Aquaculture,Shrimp,West Bengal,2,7.0,28.6,8.47,4.43,0.2,107.8,140.8,85.2,174.6,73.7,3.0,No Disease,0,1.3,1.28,222.46,100.0,89.6,64.7,Medium
F0772,Aquaculture,Rohu,Karnataka,7,24.5,26.5,7.34,2.53,0.19,54.8,235.8,56.9,135.0,58.1,3.2,White Spot Disease,1,9.4,1.61,333.04,93.1,73.8,96.8,High
F0773,Aquaculture,Tilapia,Andhra Pradesh,3,13.5,24.3,7.69,6.84,0.24,113.0,85.7,65.7,136.6,60.1,2.9,Early Mortality Syndrome,1,12.0,2.1,101.09,97.6,83.9,100.0,High
F0774,Livestock,Goat,Tamil Nadu,1,3.6,,,,,9.5,58.4,75.0,166.8,45.5,2.5,No Disease,0,1.8,2.08,85.7,100.0,,47.4,Medium
F0775,Livestock,Poultry,Andhra Pradesh,7,3.3,,,,,58.4,6.0,76.3,85.1,61.5,4.2,No Disease,0,1.1,2.19,8.46,100.0,,58.3,Medium
F0776,Aquaculture,Rohu,Karnataka,6,6.6,27.9,7.87,6.82,0.22,151.0,73.6,95.0,156.1,55.8,2.3,No Disease,0,1.2,1.5,111.57,100.0,98.8,62.8,Medium
F0777,Aquaculture,Pangasius,Tamil Nadu,3,16.1,24.9,9.05,5.48,0.31,153.7,207.1,82.6,82.4,92.2,4.3,White Spot Disease,1,8.7,1.97,226.83,100.0,72.6,100.0,High
F0778,Livestock,Goat,Telangana,6,23.3,,,,,41.6,42.7,97.4,79.5,72.5,3.2,No Disease,0,1.8,1.85,48.82,100.0,,35.0,Low
F0779,Livestock,Goat,Telangana,1,11.2,,,,,48.7,10.7,91.0,159.0,69.7,2.4,No Disease,0,1.4,1.78,15.77,100.0,,41.2,Medium
F0780,Aquaculture,Rohu,Tamil Nadu,7,2.5,27.8,8.38,5.62,0.32,168.2,88.5,95.8,27.3,58.5,3.1,No Disease,0,2.8,1.59,103.33,100.0,92.2,66.3,High
F0781,Aquaculture,Rohu,Tamil Nadu,6,9.5,26.9,7.78,6.54,0.18,155.0,180.7,84.8,91.1,78.1,3.9,No Disease,0,2.3,1.25,287.36,100.0,95.4,80.4,High
F0782,Aquaculture,Pangasius,Telangana,7,6.7,26.2,8.19,5.91,0.38,153.9,21.0,76.6,126.9,61.7,3.6,White Spot Disease,1,19.6,1.74,23.45,78.9,88.1,100.0,High
F0783,Livestock,Sheep,West Bengal,4,21.2,,,,,66.4,34.7,77.6,130.3,46.0,3.7,No Disease,0,2.7,1.88,57.98,100.0,,59.0,Medium
F0784,Livestock,Cattle,Telangana,7,8.8,,,,,35.8,23.6,67.8,27.4,52.3,2.2,No Disease,0,1.6,2.13,39.92,100.0,,61.1,Medium
F0785,Livestock,Sheep,Tamil Nadu,1,7.2,,,,,78.7,48.8,85.5,121.9,76.1,3.7,No Disease,0,2.2,2.16,51.95,100.0,,59.1,Medium
F0786,Aquaculture,Tilapia,Telangana,5,21.3,30.0,7.62,5.82,0.46,159.9,37.4,74.9,178.1,88.1,4.4,No Disease,0,3.5,1.59,53.05,100.0,88.3,99.6,High
F0787,Aquaculture,Rohu,Karnataka,7,19.3,26.7,6.28,5.74,0.14,117.2,67.5,69.6,107.4,94.8,4.3,Parasitic Infection,1,12.9,1.9,98.32,94.0,76.6,100.0,High
F0788,Livestock,Poultry,Andhra Pradesh,7,20.3,,,,,44.5,55.7,56.4,139.2,47.8,1.9,Parasitic Infection,1,5.1,2.46,57.28,100.0,,94.7,High
F0789,Livestock,Sheep,Telangana,5,5.4,,,,,13.3,37.4,74.1,10.4,73.9,2.0,No Disease,0,1.1,1.82,50.3,100.0,,52.3,Medium
F0790,Aquaculture,Catla,Tamil Nadu,6,4.5,25.8,7.85,4.97,0.36,140.7,121.7,83.2,61.3,68.9,3.1,No Disease,0,0.3,1.15,208.75,100.0,90.6,72.0,High
F0791,Livestock,Cattle,Andhra Pradesh,3,24.8,,,,,17.7,29.4,96.8,67.0,64.7,2.3,No Disease,0,2.1,1.93,41.44,100.0,,27.6,Low
F0792,Livestock,Buffalo,West Bengal,3,22.9,,,,,45.8,31.9,84.7,14.0,87.7,2.2,No Disease,0,1.0,1.97,46.91,100.0,,60.9,Medium
F0793,Aquaculture,Shrimp,Andhra Pradesh,3,7.8,26.9,8.06,6.02,0.2,144.5,70.4,58.1,128.8,71.8,3.9,No Disease,0,4.4,1.39,121.21,100.0,92.5,99.5,High
F0794,Livestock,Poultry,Tamil Nadu,5,23.5,,,,,40.1,53.3,70.5,167.8,78.4,4.3,Foot and Mouth Disease,1,3.0,2.36,71.77,100.0,,86.2,High
F0795,Aquaculture,Pangasius,West Bengal,5,9.0,27.3,7.97,3.02,0.24,96.0,103.0,90.5,81.4,77.5,4.5,Bacterial Infection,1,7.6,1.88,153.39,100.0,85.4,79.5,High
F0796,Aquaculture,Pangasius,Telangana,4,13.0,30.4,6.96,4.62,0.16,98.3,101.3,77.6,107.9,79.4,3.6,No Disease,0,2.9,1.53,122.13,100.0,80.3,74.5,High
F0797,Aquaculture,Shrimp,Andhra Pradesh,5,4.1,31.0,7.73,5.76,0.55,88.6,63.0,70.0,122.4,66.3,3.1,No Disease,0,2.5,1.57,80.22,100.0,83.4,72.2,High
F0798,Aquaculture,Tilapia,Karnataka,2,3.8,26.5,7.79,2.82,0.14,149.1,101.6,97.2,32.5,80.4,2.2,No Disease,0,2.3,1.68,141.0,100.0,82.1,68.4,High
F0799,Aquaculture,Shrimp,West Bengal,7,7.0,26.8,7.47,4.96,0.2,147.5,216.2,88.5,113.6,77.1,3.8,No Disease,0,3.8,1.64,308.9,100.0,91.2,74.1,High
F0800,Aquaculture,Catla,Karnataka,5,7.6,30.0,6.95,4.36,0.31,102.1,94.9,57.4,150.0,56.9,3.6,White Spot Disease,1,13.7,2.13,118.83,88.2,81.8,100.0,High
F0801,Aquaculture,Tilapia,West Bengal,5,1.7,25.3,7.4,4.44,0.12,163.5,238.6,85.8,88.7,82.5,3.0,No Disease,0,1.5,1.3,410.22,100.0,84.4,85.1,High
F0802,Livestock,Goat,Telangana,2,22.0,,,,,56.3,14.6,97.3,151.5,86.8,2.7,No Disease,0,1.7,1.71,21.23,100.0,,50.2,Medium
F0803,Aquaculture,Catla,Telangana,7,20.9,28.5,7.68,5.77,0.17,96.7,220.7,77.6,4.0,85.8,2.3,No Disease,0,3.8,1.32,389.18,100.0,96.6,79.2,High
F0804,Aquaculture,Rohu,Karnataka,1,10.6,30.7,7.63,5.68,0.48,77.7,85.3,60.3,165.9,62.4,3.4,No Disease,0,4.0,1.24,111.8,100.0,85.2,79.1,High
F0805,Livestock,Sheep,Telangana,2,7.0,,,,,9.2,25.7,57.3,99.1,61.3,3.2,No Disease,0,1.0,1.73,36.74,100.0,,65.0,Medium
F0806,Livestock,Poultry,Telangana,6,9.6,,,,,25.6,42.5,61.6,19.4,73.3,3.3,No Disease,0,1.0,1.79,66.31,100.0,,67.4,High
F0807,Livestock,Cattle,Andhra Pradesh,4,8.2,,,,,30.3,40.0,94.8,44.6,90.3,4.3,No Disease,0,1.8,2.28,51.48,100.0,,49.0,Medium
F0808,Aquaculture,Catla,Andhra Pradesh,6,20.9,28.2,8.58,6.7,0.37,43.5,151.2,93.0,3.1,72.4,4.3,No Disease,0,1.9,1.65,213.4,100.0,89.8,39.8,Medium
F0809,Livestock,Buffalo,Tamil Nadu,5,8.4,,,,,6.3,29.8,91.9,161.3,95.7,4.2,No Disease,0,2.2,2.21,41.03,100.0,,50.2,Medium
F0810,Aquaculture,Shrimp,West Bengal,6,24.3,31.4,7.08,4.13,0.36,157.2,86.7,63.0,73.2,86.4,4.4,No Disease,0,0.0,1.54,144.13,100.0,77.8,100.0,High
F0811,Aquaculture,Catla,Andhra Pradesh,1,11.8,30.0,7.69,6.21,0.16,70.7,134.6,90.5,146.9,89.2,4.1,No Disease,0,3.5,1.44,166.57,100.0,90.7,62.5,Medium
F0812,Aquaculture,Pangasius,West Bengal,3,15.3,27.2,8.45,4.63,0.66,98.5,194.8,62.5,60.9,64.6,2.9,Bacterial Infection,1,12.7,1.91,251.6,91.4,82.5,100.0,High
F0813,Aquaculture,Rohu,Telangana,1,11.0,30.5,8.33,5.99,0.21,110.3,168.5,64.0,75.1,92.1,2.5,No Disease,0,1.3,1.31,199.88,100.0,83.6,100.0,High
F0814,Livestock,Goat,Karnataka,1,23.6,,,,,62.3,3.3,77.6,45.1,51.1,4.2,No Disease,0,0.0,2.26,3.95,100.0,,58.0,Medium
F0815,Livestock,Buffalo,West Bengal,6,10.5,,,,,71.7,27.4,58.2,170.4,93.8,3.6,No Disease,0,1.6,1.81,30.47,100.0,,98.8,High
F0816,Aquaculture,Catla,West Bengal,1,13.3,29.7,7.35,4.99,0.53,110.9,27.5,58.0,46.4,78.4,3.8,No Disease,0,2.4,1.38,35.5,100.0,84.6,96.4,High
F0817,Aquaculture,Pangasius,Karnataka,3,6.3,27.2,7.82,4.39,0.17,75.0,143.2,80.0,163.6,71.6,4.3,No Disease,0,2.8,1.61,184.0,100.0,96.6,60.0,Medium
F0818,Aquaculture,Shrimp,Tamil Nadu,4,15.6,33.8,7.9,3.48,0.1,45.4,119.8,84.0,76.0,92.5,2.8,No Disease,1,4.9,1.94,171.21,100.0,70.4,85.4,High
F0819,Livestock,Poultry,West Bengal,5,17.7,,,,,63.2,27.0,69.3,74.0,77.0,4.5,No Disease,0,1.6,1.86,37.29,100.0,,72.1,High
F0820,Aquaculture,Pangasius,Telangana,4,20.1,30.5,9.35,6.41,0.27,63.8,92.7,93.2,100.9,80.1,3.2,No Disease,0,2.1,1.45,134.68,100.0,71.4,50.8,Medium
F0821,Aquaculture,Tilapia,Tamil Nadu,1,18.0,28.0,6.96,5.6,0.6,51.7,62.7,64.4,46.4,79.3,3.3,White Spot Disease,1,14.9,1.78,105.27,89.1,84.9,96.0,High
F0822,Livestock,Cattle,West Bengal,3,2.0,,,,,56.6,17.8,90.8,15.1,86.0,2.1,No Disease,0,0.0,1.95,25.84,100.0,,56.2,Medium
F0823,Livestock,Sheep,Karnataka,3,12.9,,,,,56.2,54.4,64.9,15.5,47.9,4.2,Parasitic Infection,1,5.2,2.5,72.24,100.0,,89.1,High
F0824,Aquaculture,Catla,West Bengal,1,15.8,27.8,7.82,5.13,0.43,144.1,52.2,83.8,42.5,73.9,2.0,No Disease,0,1.5,1.41,81.09,100.0,98.2,75.3,High
F0825,Livestock,Cattle,Karnataka,6,6.9,,,,,32.4,23.8,76.6,13.9,81.2,2.7,No Disease,0,1.7,2.25,38.25,100.0,,60.5,Medium
F0826,Livestock,Buffalo,West Bengal,2,4.1,,,,,46.6,9.3,74.2,102.6,77.1,2.8,No Disease,0,1.9,1.89,10.77,100.0,,63.1,Medium
F0827,Aquaculture,Catla,Andhra Pradesh,4,16.4,23.4,8.79,5.17,0.16,105.7,80.2,94.6,75.2,92.2,2.3,No Disease,0,0.6,1.41,108.5,100.0,69.7,69.6,High
F0828,Livestock,Goat,Tamil Nadu,2,18.1,,,,,20.5,43.3,86.9,89.7,92.6,4.4,No Disease,0,0.5,2.42,52.9,100.0,,56.3,Medium
F0829,Aquaculture,Catla,West Bengal,2,4.0,28.6,7.53,5.04,0.18,50.9,157.2,82.8,67.2,86.9,3.2,No Disease,0,2.7,1.44,242.89,100.0,94.4,63.4,Medium
F0830,Livestock,Goat,West Bengal,7,14.5,,,,,16.9,4.7,63.4,104.7,86.7,2.3,No Disease,0,1.5,2.01,5.78,100.0,,74.2,High
F0831,Aquaculture,Shrimp,West Bengal,4,15.5,29.3,7.49,4.91,0.25,134.3,117.4,77.0,38.5,78.7,4.4,Early Mortality Syndrome,1,6.4,1.65,152.97,100.0,91.1,100.0,High
F0832,Aquaculture,Catla,Telangana,7,5.6,27.9,7.67,4.63,0.19,126.1,248.9,62.6,98.4,60.1,4.3,No Disease,0,3.3,1.34,290.59,100.0,98.0,88.9,High
F0833,Aquaculture,Tilapia,West Bengal,3,14.0,30.6,7.67,6.23,0.19,165.0,63.0,81.6,165.1,74.9,2.3,No Disease,0,0.0,1.81,63.87,100.0,88.0,83.6,High
F0834,Livestock,Goat,Telangana,2,19.8,,,,,73.4,43.3,73.2,11.8,87.9,4.4,No Disease,0,0.0,2.2,61.81,100.0,,79.5,High
F0835,Aquaculture,Rohu,Tamil Nadu,6,6.6,28.3,8.15,5.2,0.14,131.5,212.8,95.3,57.1,61.7,2.2,No Disease,0,0.0,1.18,375.25,100.0,94.6,57.6,Medium
F0836,Livestock,Cattle,Andhra Pradesh,1,9.3,,,,,35.5,39.7,70.3,173.5,94.6,4.1,No Disease,0,3.2,2.06,59.05,100.0,,78.3,High
F0837,Aquaculture,Pangasius,West Bengal,2,11.4,29.3,8.23,4.11,0.48,150.0,227.1,64.4,112.6,71.9,4.5,No Disease,0,4.3,1.24,240.92,100.0,87.6,94.6,High
F0838,Aquaculture,Tilapia,Andhra Pradesh,7,17.8,25.9,8.05,5.96,0.16,122.1,200.0,87.1,9.1,93.4,2.6,No Disease,0,1.0,1.45,349.96,100.0,88.6,82.1,High
F0839,Livestock,Buffalo,Telangana,3,16.1,,,,,67.6,3.9,66.5,84.5,49.1,3.7,No Disease,0,2.3,2.13,4.98,100.0,,70.4,High
F0840,Aquaculture,Shrimp,Andhra Pradesh,2,18.4,28.6,7.51,5.6,0.16,177.1,142.4,64.2,112.6,77.1,3.3,No Disease,0,2.4,1.46,236.48,100.0,94.1,100.0,High
F0841,Aquaculture,Pangasius,Karnataka,6,12.2,29.2,7.22,5.06,0.76,45.7,170.9,91.2,129.7,90.7,2.5,No Disease,0,2.3,1.54,202.54,100.0,79.2,56.8,Medium
F0842,Livestock,Poultry,Telangana,3,20.1,,,,,52.4,32.3,68.7,26.0,74.3,2.6,No Disease,0,0.0,1.98,34.94,100.0,,67.8,High
F0843,Aquaculture,Catla,Telangana,6,17.5,30.1,7.35,4.22,0.13,83.4,192.0,78.9,158.9,68.2,3.7,No Disease,0,1.4,1.0,246.63,100.0,86.2,62.0,Medium
F0844,Aquaculture,Tilapia,Tamil Nadu,1,12.3,25.8,7.74,4.1,0.31,50.7,172.7,94.2,82.9,56.8,4.2,No Disease,1,2.8,1.57,247.69,100.0,90.5,58.5,Medium
F0845,Aquaculture,Catla,Telangana,5,14.2,30.2,8.06,5.15,0.23,174.3,238.3,55.5,36.3,97.7,3.2,No Disease,0,1.6,1.51,274.45,100.0,88.1,100.0,High
F0846,Aquaculture,Catla,Karnataka,2,3.1,26.5,8.46,6.51,0.1,167.4,201.9,79.2,13.7,83.1,3.3,No Disease,0,0.3,1.16,310.51,100.0,86.1,93.1,High
F0847,Livestock,Buffalo,Karnataka,6,10.4,,,,,51.1,43.9,86.1,146.7,90.2,2.0,No Disease,0,0.1,2.0,60.88,100.0,,62.8,Medium
F0848,Livestock,Poultry,Andhra Pradesh,6,8.0,,,,,7.0,5.4,91.8,172.9,81.5,2.8,No Disease,0,0.9,2.33,7.21,100.0,,39.2,Medium
F0849,Aquaculture,Shrimp,Karnataka,6,21.5,31.3,7.11,3.37,0.29,154.1,86.7,97.6,146.9,85.4,2.2,No Disease,0,1.2,1.2,105.33,100.0,72.2,73.2,High
F0850,Livestock,Sheep,Tamil Nadu,1,17.1,,,,,64.2,28.5,63.8,37.5,53.0,3.3,No Disease,0,2.3,2.41,38.25,100.0,,72.3,High
F0851,Aquaculture,Shrimp,Telangana,5,5.5,30.5,8.21,4.54,0.19,95.2,196.3,95.4,76.9,88.3,3.2,No Disease,0,1.1,1.56,244.22,100.0,85.1,63.0,Medium
F0852,Livestock,Cattle,Tamil Nadu,1,2.2,,,,,25.0,15.5,77.1,57.9,53.2,3.0,No Disease,0,1.0,1.89,21.75,100.0,,49.2,Medium
F0853,Aquaculture,Catla,Karnataka,1,21.2,24.7,7.57,4.22,0.27,80.4,67.8,72.1,20.0,56.4,3.6,No Disease,0,0.8,1.51,83.59,100.0,84.0,68.0,High
F0854,Aquaculture,Rohu,Telangana,1,13.9,26.5,7.25,5.29,0.32,152.2,80.9,64.0,141.1,84.5,3.7,No Disease,0,0.6,1.62,103.73,100.0,87.4,100.0,High
F0855,Aquaculture,Rohu,Karnataka,4,14.6,23.2,6.94,5.59,0.32,142.4,126.5,68.9,109.6,92.7,4.2,Bacterial Infection,1,11.9,1.79,195.11,94.2,70.5,100.0,High
F0856,Aquaculture,Rohu,Tamil Nadu,1,10.5,29.3,8.14,2.84,0.12,165.6,86.3,65.7,169.1,89.8,4.1,White Spot Disease,1,6.7,1.94,136.64,95.9,79.1,100.0,High
F0857,Aquaculture,Catla,Andhra Pradesh,1,22.9,26.7,8.37,3.34,0.23,123.6,185.0,74.2,157.2,77.2,2.4,No Disease,0,1.8,1.56,244.62,100.0,81.4,82.5,High
F0858,Aquaculture,Rohu,Telangana,3,15.1,25.3,7.32,5.6,0.12,62.7,246.7,75.0,107.5,61.9,2.7,No Disease,0,0.9,1.61,375.68,100.0,83.4,60.7,Medium
F0859,Livestock,Buffalo,Tamil Nadu,5,6.6,,,,,58.1,38.1,76.3,53.8,51.3,2.9,No Disease,0,1.0,1.98,53.81,100.0,,58.2,Medium
F0860,Aquaculture,Pangasius,Tamil Nadu,7,2.2,29.1,8.46,4.67,0.25,131.5,59.5,95.0,123.4,85.4,2.6,No Disease,0,1.3,1.57,95.46,100.0,87.7,70.2,High
F0861,Livestock,Sheep,Karnataka,7,17.0,,,,,61.9,47.5,94.7,67.7,71.8,2.8,No Disease,0,0.0,1.64,71.2,100.0,,42.2,Medium
F0862,Aquaculture,Pangasius,Andhra Pradesh,6,22.2,28.5,7.69,3.77,0.2,52.1,115.8,81.6,119.8,96.4,2.4,No Disease,0,3.5,1.43,180.14,100.0,94.4,72.5,High
